Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,in_allow_single_entry,in_anchor_tf,in_swing_bars,in_fvg_min_atr_factor,in_sl_atr_factor_from_entry,in_trailing_stop_atr_factor,in_enable_spread_filter,in_max_spread_points,in_enable_session_filter,in_session_start_hour,in_session_end_hour,in_enable_fifty_buffer,in_fifty_buffer,in_after_tp1_mode,in_trailing_stop_atr_factor_after_tp1,in_be_offset_points
4956,99.94,372.41,1.949791,3.759001,9.012827,19.190962,0,5.1539,191,true,5,104,0.5,2.3,2.8,true,40,true,3,15,false,0,0,3.5,3
4781,99.94,372.41,1.949791,3.759001,9.012827,19.190962,0,5.1539,191,true,5,104,0.5,2.3,2.8,true,40,true,3,15,false,0,0,2,3
3990,99.83,372.26,2.091348,3.953273,8.963641,21.002642,0,8.0813,178,true,5,101,0.5,2.3,2.3,true,28,true,3,16,true,0.06,0,2,0
2847,99.83,372.26,2.091348,3.953273,8.963641,21.002642,0,8.0813,178,true,5,101,0.5,2.3,2.3,true,28,true,3,16,true,0.06,0,2,1
3561,99.83,372.18,2.090899,3.952638,8.961714,20.999132,0,8.0813,178,true,5,101,0.5,2.3,2.4,false,26,true,3,16,true,0.06,0,2,1
3690,99.47,372.17,1.597296,2.944665,7.435964,14.699961,0,5.9931,233,true,5,109,0.5,2,2.1,false,20,true,1,15,false,0.3,1,3.5,1
3586,99.83,372.14,2.090674,3.952321,8.960751,20.993222,0,8.0813,178,true,5,101,0.5,2.3,2.5,false,26,true,3,16,true,0.06,0,2,1
3111,99.83,372.14,2.090674,3.952321,8.960751,20.993222,0,8.0813,178,true,5,101,0.5,2.3,2.5,true,26,true,3,16,true,0.06,0,2,1
3035,99.83,372.14,2.090674,3.952321,8.960751,20.993222,0,8.0813,178,true,5,101,0.5,2.3,2.5,true,32,true,3,16,true,0.06,0,2,1
4994,99.94,372.09,1.948115,3.756631,9.005082,19.173217,0,5.156,191,true,5,104,0.5,2.3,3,false,24,true,3,15,false,0.32,0,2.1,3
4965,99.94,372.09,1.948115,3.756631,9.005082,19.173217,0,5.156,191,true,5,104,0.5,2.3,3,false,24,true,3,15,false,0.32,0,3.7,2
4968,99.94,372.09,1.948115,3.756631,9.005082,19.173217,0,5.156,191,true,5,104,0.5,2.3,3,false,22,true,3,15,false,0,0,2,3
5010,99.94,372.09,1.948115,3.756631,9.005082,19.173217,0,5.156,191,true,5,104,0.5,2.3,3,false,20,true,3,15,false,0,0,2,1
4948,99.94,372.09,1.948115,3.756631,9.005082,19.173217,0,5.156,191,true,5,104,0.5,2.3,3,false,24,true,3,15,false,0,0,2,3
4918,99.94,372.09,1.948115,3.756631,9.005082,19.173217,0,5.156,191,true,5,104,0.5,2.3,3,false,30,true,3,15,false,0.32,0,2.1,0
4923,99.94,372.09,1.948115,3.756631,9.005082,19.173217,0,5.156,191,true,5,104,0.5,2.3,3,false,24,true,3,15,false,0.32,0,2.1,1
4878,99.94,372.09,1.948115,3.756631,9.005082,19.173217,0,5.156,191,true,5,104,0.5,2.3,3,false,30,true,3,15,false,0,0,2,3
4846,99.94,372.09,1.948115,3.756631,9.005082,19.173217,0,5.156,191,true,5,104,0.5,2.3,3,false,20,true,3,15,false,0.32,0,2.6,1
4734,99.94,372.09,1.948115,3.756631,9.005082,19.173217,0,5.156,191,true,5,104,0.5,2.3,3,false,30,true,3,15,false,0,0,2,0
4647,99.94,372.09,1.948115,3.756631,9.005082,19.173217,0,5.156,191,true,5,104,0.5,2.3,3,false,20,true,3,15,false,0.32,0,2.1,1
4611,99.94,372.09,1.948115,3.756631,9.005082,19.173217,0,5.156,191,true,5,104,0.5,2.3,3,false,30,true,3,15,false,0.32,0,2.1,1
3849,99.75,372.06,1.556736,2.918824,8.293803,15.671383,0,5.445,239,true,5,107,0.5,2.2,2.8,false,26,true,0,16,true,0.02,0,2.4,0
4981,99.94,371.95,1.947382,3.734122,8.845422,19.111618,0,5.2513,191,true,5,104,0.5,2.4,2,true,20,true,3,15,false,0,2,3.1,1
4861,99.94,371.95,1.947382,3.734122,8.845422,19.111618,0,5.2513,191,true,5,104,0.5,2.4,2,false,20,true,3,15,false,0,2,3.1,1
4651,99.94,371.95,1.947382,3.734122,8.845422,19.111618,0,5.2513,191,true,5,104,0.5,2.4,2.6,true,20,true,3,15,false,0,2,3.1,1
4707,99.94,371.95,1.947382,3.734122,8.845422,19.111618,0,5.2513,191,true,5,104,0.5,2.4,2,false,26,true,3,15,false,0,2,3.1,3
4604,99.94,371.95,1.947382,3.734122,8.845422,19.111618,0,5.2513,191,true,5,104,0.5,2.4,2.8,true,40,true,3,15,false,0,2,3.1,3
4550,99.94,371.95,1.947382,3.734122,8.845422,19.111618,0,5.2513,191,true,5,104,0.5,2.4,2.4,false,26,true,3,15,false,0,2,3.1,1
4595,99.94,371.95,1.947382,3.734122,8.845422,19.111618,0,5.2513,191,true,5,104,0.5,2.4,2.8,true,40,true,3,15,false,0,2,3.1,0
4566,99.94,371.95,1.947382,3.734122,8.845422,19.111618,0,5.2513,191,true,5,104,0.5,2.4,2.8,true,30,true,3,15,false,0,2,3.1,1
4401,99.94,371.95,1.947382,3.734122,8.845422,19.111618,0,5.2513,191,true,5,104,0.5,2.4,2.3,true,26,true,3,15,false,0,2,3.1,1
4338,99.94,371.95,1.947382,3.734122,8.845422,19.111618,0,5.2513,191,true,5,104,0.5,2.4,2.7,true,24,true,3,15,false,0,2,3.1,1
3952,99.94,371.95,1.947382,3.734122,8.845422,19.111618,0,5.2513,191,true,5,104,0.5,2.4,2.8,true,40,true,3,15,false,0,2,3.1,1
2981,99.83,371.95,2.101412,4.017605,8.956176,21.365616,0,8.0813,177,true,5,100,0.5,2.3,2.3,true,28,true,3,16,true,0.06,0,2,0
2919,99.66,371.9,1.690455,3.086161,7.963597,13.912264,0,8.8388,220,true,5,107,0.5,2.8,3.1,true,32,true,1,15,false,0.3,1,3.5,1
5203,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,true,38,true,3,15,false,0.32,0,2.6,1
5104,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,true,32,true,3,15,false,0.32,0,2.1,1
5142,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,true,38,true,3,15,false,0,0,3.6,1
5146,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,2.2,true,32,true,3,15,false,0,2,3.1,1
5099,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,2.2,true,38,true,3,15,false,0,2,3.1,3
5169,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,true,38,true,3,15,false,0.32,0,2.1,1
5108,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,true,32,true,3,15,false,0,0,3.5,3
5083,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,true,38,true,3,15,false,0,0,2,3
5062,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,2.3,true,20,true,3,15,false,0,2,3.1,0
4983,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,true,20,true,3,15,false,0.32,0,2.1,3
4976,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,false,24,true,3,15,false,0,0,2,3
4964,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,2.8,true,40,true,3,15,false,0,2,3.1,3
4987,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3,true,20,true,3,15,false,0,2,3.1,1
4975,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,false,30,true,3,15,false,0.32,0,2.6,1
4971,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,2.4,false,30,true,3,15,false,0,2,3.1,1
5013,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.6,true,38,true,3,15,false,0,2,3.1,1
4986,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,2,true,20,true,3,15,false,0,2,3.1,1
4953,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,true,30,true,3,15,false,0.32,0,2.1,1
5001,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,true,32,true,3,15,false,0,0,2,3
4962,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,2.7,true,34,true,3,15,false,0,2,3.1,1
4951,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,false,30,true,3,15,false,0,0,3.5,3
4882,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,2.3,false,34,true,3,15,false,0,2,3.1,2
4903,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,2.3,false,34,true,3,15,false,0,2,3.1,1
4941,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,false,22,true,3,15,false,0,0,2,3
4934,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,false,30,true,3,15,false,0,0,2,1
4925,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,true,40,true,3,15,false,0,0,2,0
4880,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,false,22,true,3,15,false,0,2,3.1,1
4940,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,2.2,true,20,true,3,15,false,0,2,3.1,1
4895,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,false,30,true,3,15,false,0.32,0,2.1,1
4896,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3,false,32,true,3,15,false,0,2,3.1,1
4916,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,true,40,true,3,15,false,0,0,2,1
4898,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,true,22,true,3,15,false,0.32,0,2.1,3
4879,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.5,true,32,true,3,15,false,0,2,3.1,0
4922,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,true,32,true,3,15,false,0,2,3.1,0
4912,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,2.4,false,34,true,3,15,false,0,2,3.1,1
4926,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,2.5,true,20,true,3,15,false,0,2,3.1,1
4906,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,2.3,false,26,true,3,15,false,0,2,3.1,1
4889,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,true,32,true,3,15,false,0,2,3.1,1
4800,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,2.2,true,38,true,3,15,false,0,2,3.1,1
4838,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.5,true,40,true,3,15,false,0,2,3.1,1
4830,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,false,30,true,3,15,false,0,2,3.1,0
4775,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,true,40,true,3,15,false,0,2,3.1,1
4857,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,2.4,false,26,true,3,15,false,0,2,3.1,0
4855,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3,true,24,true,3,15,false,0,2,3.1,1
4769,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.2,true,40,true,3,15,false,0,2,3.1,1
4853,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,true,40,true,3,15,false,0,0,2,3
4807,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3,false,22,true,3,15,false,0,2,3.1,1
4677,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,2.3,false,40,true,3,15,false,0,2,3.1,1
4661,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.6,true,32,true,3,15,false,0,2,3.1,1
4748,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,2.3,true,20,true,3,15,false,0,2,3.1,2
4675,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,false,30,true,3,15,false,0,2,3.1,1
4688,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,2.3,true,40,true,3,15,false,0,2,3.1,1
4660,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,2.4,false,26,true,3,15,false,0,2,3.1,1
4579,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,true,40,true,3,15,false,0.32,0,2.1,1
4555,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3,false,24,true,3,15,false,0,2,3.1,1
4598,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,true,32,true,3,15,false,0.32,0,2.1,3
4522,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3,false,30,true,3,15,false,0,2,3.1,1
4558,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,2.3,true,26,true,3,15,false,0,2,3.1,1
4517,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,false,30,true,3,15,false,0,0,2,0
4489,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,true,40,true,3,15,false,0,0,3.5,3
4481,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,2,false,26,true,3,15,false,0,2,3.1,1
4369,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.1,false,30,true,3,15,false,0,0,2,3
4024,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,2.3,true,20,true,3,15,false,0,2,3.1,1
3535,99.94,371.85,1.946859,3.754853,8.999274,19.156803,0,5.1575,191,true,5,104,0.5,2.3,3.5,true,32,true,3,15,false,0,2,3.1,1
4752,99.94,371.83,1.946754,3.73324,8.842568,19.104206,0,5.252,191,true,5,104,0.5,2.4,2.8,false,30,true,3,15,false,0.28,2,3.2,1
4716,99.94,371.83,1.946754,3.73324,8.842568,19.104206,0,5.252,191,true,5,104,0.5,2.4,3.5,true,32,true,3,15,false,0.28,2,3.2,0
4569,99.94,371.83,1.946754,3.73324,8.842568,19.104206,0,5.252,191,true,5,104,0.5,2.4,2.7,true,40,true,3,15,false,0.28,2,3.2,1
4544,99.94,371.83,1.946754,3.73324,8.842568,19.104206,0,5.252,191,true,5,104,0.5,2.4,2.7,true,24,true,3,15,false,0.28,2,3.2,0
4273,99.94,371.83,1.946754,3.73324,8.842568,19.104206,0,5.252,191,true,5,104,0.5,2.4,2.7,true,24,true,3,15,false,0.28,2,3.2,1
2876,99.76,371.8,1.896939,3.541006,8.269573,21.096057,0,8.665,196,true,5,95,0.5,2,2.1,false,20,true,1,15,true,0.02,0,2.4,3
2750,99.76,371.8,1.896939,3.541006,8.269573,21.096057,0,8.665,196,true,5,95,0.5,2,2.1,false,20,true,1,15,true,0.02,0,2.4,0
5236,99.94,371.73,1.94623,3.753964,8.99637,19.149378,0,5.1583,191,true,5,104,0.5,2.3,3.2,true,38,true,3,15,false,0.32,0,2.1,1
5087,99.94,371.73,1.94623,3.753964,8.99637,19.149378,0,5.1583,191,true,5,104,0.5,2.3,3.2,true,38,true,3,15,false,0,0,2,3
5044,99.94,371.73,1.94623,3.753964,8.99637,19.149378,0,5.1583,191,true,5,104,0.5,2.3,3.2,true,38,true,3,15,false,0.32,0,2.6,2
4881,99.94,371.73,1.94623,3.753964,8.99637,19.149378,0,5.1583,191,true,5,104,0.5,2.3,2.3,true,20,true,3,15,false,0.28,2,3.2,1
4927,99.94,371.73,1.94623,3.753964,8.99637,19.149378,0,5.1583,191,true,5,104,0.5,2.3,3.2,true,40,true,3,15,false,0,0,2,0
4902,99.94,371.73,1.94623,3.753964,8.99637,19.149378,0,5.1583,191,true,5,104,0.5,2.3,2.4,false,30,true,3,15,false,0.28,2,3.2,1
4942,99.94,371.73,1.94623,3.753964,8.99637,19.149378,0,5.1583,191,true,5,104,0.5,2.3,3.2,true,32,true,3,15,false,0.32,0,2.1,1
4915,99.94,371.73,1.94623,3.753964,8.99637,19.149378,0,5.1583,191,true,5,104,0.5,2.3,3.2,false,30,true,3,15,false,0,0,2,0
4779,99.94,371.73,1.94623,3.753964,8.99637,19.149378,0,5.1583,191,true,5,104,0.5,2.3,3.2,true,32,true,3,15,false,0,0,2,3
4865,99.94,371.73,1.94623,3.753964,8.99637,19.149378,0,5.1583,191,true,5,104,0.5,2.3,3.1,true,40,true,3,15,false,0.28,2,3.2,1
4820,99.94,371.73,1.94623,3.753964,8.99637,19.149378,0,5.1583,191,true,5,104,0.5,2.3,3.9,true,20,true,3,15,false,0.28,2,3.2,0
4720,99.94,371.73,1.94623,3.753964,8.99637,19.149378,0,5.1583,191,true,5,104,0.5,2.3,2.3,true,20,true,3,15,false,0.28,2,3.2,0
4399,99.94,371.73,1.94623,3.753964,8.99637,19.149378,0,5.1583,191,true,5,104,0.5,2.3,3.2,true,40,true,3,15,false,0,0,2,1
3595,99.94,371.73,1.94623,3.753964,8.99637,19.149378,0,5.1583,191,true,5,104,0.5,2.3,3.5,true,32,true,3,15,false,0.28,2,3.2,1
2034,99.13,371.59,1.704541,2.925137,3.557247,15.407624,0,10.7188,218,true,5,94,0.4,2.2,3.8,false,20,true,3,15,true,0.08,2,2.4,1
3368,99.69,371.47,1.650978,2.949155,7.95439,14.147094,0,8.8388,225,true,5,107,0.5,2.8,3.1,true,32,true,1,16,false,0,0,2,3
3991,99.83,371.4,2.086517,3.933881,8.942933,20.954741,0,8.0813,178,true,5,101,0.5,2.4,2.7,true,26,true,3,16,true,0.06,0,2,1
4887,99.94,371.29,1.943927,3.750704,8.985721,19.097821,0,5.1611,191,true,5,104,0.5,2.3,3.4,true,32,true,3,15,false,0,0,2,0
3622,99.83,371.28,2.085843,3.932933,8.940043,20.94951,0,8.0813,178,true,5,101,0.5,2.4,2.8,true,22,true,3,16,true,0.06,0,3.6,1
4928,99.94,371.27,1.943822,3.729124,8.829251,19.045396,0,5.2557,191,true,5,104,0.5,2.4,3.5,true,32,true,3,15,false,0,0,2,3
4567,99.94,371.27,1.943822,3.729124,8.829251,19.045396,0,5.2557,191,true,5,104,0.5,2.4,3.5,true,32,true,3,15,false,0,0,2,1
4950,99.94,371.17,1.943298,3.749815,8.982817,19.090418,0,5.1619,191,true,5,104,0.5,2.3,3.5,true,20,true,3,15,false,0,0,2,1
4909,99.94,371.17,1.943298,3.749815,8.982817,19.090418,0,5.1619,191,true,5,104,0.5,2.3,3.5,true,40,true,3,15,false,0,0,2,3
4914,99.94,371.17,1.943298,3.749815,8.982817,19.090418,0,5.1619,191,true,5,104,0.5,2.3,3.5,true,34,true,3,15,false,0.32,0,2.1,1
4883,99.94,371.17,1.943298,3.749815,8.982817,19.090418,0,5.1619,191,true,5,104,0.5,2.3,3.5,true,32,true,3,15,false,0,0,3.5,3
4936,99.94,371.17,1.943298,3.749815,8.982817,19.090418,0,5.1619,191,true,5,104,0.5,2.3,3.5,true,40,true,3,15,false,0.32,0,2.1,1
4905,99.94,371.17,1.943298,3.749815,8.982817,19.090418,0,5.1619,191,true,5,104,0.5,2.3,3.5,true,22,true,3,15,false,0.32,0,2.1,1
4888,99.94,371.17,1.943298,3.749815,8.982817,19.090418,0,5.1619,191,true,5,104,0.5,2.3,3.5,true,32,true,3,15,false,0,0,2,2
4834,99.94,371.17,1.943298,3.749815,8.982817,19.090418,0,5.1619,191,true,5,104,0.5,2.3,3.5,true,34,true,3,15,false,0,0,3.6,1
4789,99.94,371.17,1.943298,3.749815,8.982817,19.090418,0,5.1619,191,true,5,104,0.5,2.3,3.5,true,32,true,3,15,false,0,0,3.6,0
4831,99.94,371.17,1.943298,3.749815,8.982817,19.090418,0,5.1619,191,true,5,104,0.5,2.3,3.5,true,32,true,3,15,false,0.32,0,3.7,2
4650,99.94,371.17,1.943298,3.749815,8.982817,19.090418,0,5.1619,191,true,5,104,0.5,2.3,3.5,true,32,true,3,15,false,0.32,0,2.1,0
4678,99.94,371.17,1.943298,3.749815,8.982817,19.090418,0,5.1619,191,true,5,104,0.5,2.3,3.5,true,40,true,3,15,false,0,0,3.6,1
4700,99.94,371.17,1.943298,3.749815,8.982817,19.090418,0,5.1619,191,true,5,104,0.5,2.3,3.5,true,38,true,3,15,false,0,0,2,0
4666,99.94,371.17,1.943298,3.749815,8.982817,19.090418,0,5.1619,191,true,5,104,0.5,2.3,3.5,false,26,true,3,15,false,0,0,2,3
4742,99.94,371.17,1.943298,3.749815,8.982817,19.090418,0,5.1619,191,true,5,104,0.5,2.3,3.5,true,34,true,3,15,false,0,0,2,3
4626,99.94,371.17,1.943298,3.749815,8.982817,19.090418,0,5.1619,191,true,5,104,0.5,2.3,3.5,true,32,true,3,15,false,0.32,0,2.1,3
4608,99.94,371.17,1.943298,3.749815,8.982817,19.090418,0,5.1619,191,true,5,104,0.5,2.3,3.5,true,32,true,3,15,false,0.32,0,2.6,2
4464,99.94,371.17,1.943298,3.749815,8.982817,19.090418,0,5.1619,191,true,5,104,0.5,2.3,3.5,true,32,true,3,15,false,0,0,2,1
4284,99.94,371.17,1.943298,3.749815,8.982817,19.090418,0,5.1619,191,true,5,104,0.5,2.3,3.5,true,32,true,3,15,false,0.32,0,2.1,1
4211,99.94,371.17,1.943298,3.749815,8.982817,19.090418,0,5.1619,191,true,5,104,0.5,2.3,3.5,true,32,true,3,15,false,0,0,3.5,0
4227,99.94,371.17,1.943298,3.749815,8.982817,19.090418,0,5.1619,191,true,5,104,0.5,2.3,3.5,true,32,true,3,15,false,0,0,2,3
4037,99.94,371.17,1.943298,3.749815,8.982817,19.090418,0,5.1619,191,true,5,104,0.5,2.3,3.5,true,32,true,3,15,false,0,0,3.6,1
3389,99.94,371.17,1.943298,3.749815,8.982817,19.090418,0,5.1619,191,true,5,104,0.5,2.3,3.5,true,32,true,3,15,false,0.32,0,2.6,1
2959,99.94,371.17,1.943298,3.749815,8.982817,19.090418,0,5.1619,191,true,5,104,0.5,2.3,3.5,true,32,true,3,15,false,0,0,2,0
4119,99.72,371.12,1.642124,3.004754,8.773522,15.758262,0,6.5449,226,true,5,107,0.5,2.4,3.2,false,32,true,0,16,true,0.06,0,3.6,1
3667,99.82,371.1,1.649333,3.050729,8.536922,16.30587,0,5.3242,225,true,5,106,0.5,2,2.1,false,20,true,1,15,false,0.3,1,3.5,1
4907,99.94,370.97,1.942251,3.748333,8.977977,19.079548,0,5.1632,191,true,5,104,0.5,2.3,3.6,true,32,true,3,15,false,0,0,3.5,3
4910,99.94,370.97,1.942251,3.748333,8.977977,19.079548,0,5.1632,191,true,5,104,0.5,2.3,3.6,true,32,true,3,15,false,0,0,2,1
4788,99.94,370.97,1.942251,3.748333,8.977977,19.079548,0,5.1632,191,true,5,104,0.5,2.3,3.6,true,32,true,3,15,false,0,0,3.6,1
4690,99.94,370.97,1.942251,3.748333,8.977977,19.079548,0,5.1632,191,true,5,104,0.5,2.3,3.6,true,32,true,3,15,false,0,0,2,3
4592,99.94,370.97,1.942251,3.748333,8.977977,19.079548,0,5.1632,191,true,5,104,0.5,2.3,3.6,true,32,true,3,15,false,0,0,2,0
4474,99.94,370.97,1.942251,3.748333,8.977977,19.079548,0,5.1632,191,true,5,104,0.5,2.3,3.6,true,32,true,3,15,false,0.32,0,2.1,1
3471,99.74,370.93,1.571737,2.941635,7.665427,16.176494,0,5.8564,236,true,5,107,0.5,2.2,2.1,false,20,true,1,15,true,0.02,0,2.4,0
3053,99.84,370.9,1.952105,3.78558,9.113022,18.900175,0,7.9198,190,true,5,103,0.5,2.4,2.8,true,24,true,3,15,false,0.3,1,3.5,0
3529,99.79,370.79,1.557941,2.923284,8.024021,15.356321,0,5.6081,238,true,5,107,0.5,2.3,4,false,34,true,0,16,true,0.02,0,2.4,0
2360,99.79,370.79,1.557941,2.923284,8.024021,15.356321,0,5.6081,238,true,5,107,0.5,2.3,4,false,24,true,0,16,true,0.02,0,2.4,0
3697,99.83,370.69,2.059389,3.780662,8.925837,19.153914,0,8.0813,180,true,5,102,0.5,2.3,4,false,24,true,3,16,true,0.06,0,2,1
3145,99.84,370.65,1.950789,3.802858,9.10688,18.93913,0,7.9198,190,true,5,103,0.5,2.3,3.6,false,34,true,3,15,false,0.28,1,2.7,1
4730,99.94,370.63,1.940471,3.724419,8.814031,18.874612,0,5.2599,191,true,5,104,0.5,2.4,2.7,true,24,true,3,15,false,0.08,2,3.8,2
4640,99.94,370.63,1.940471,3.724419,8.814031,18.874612,0,5.2599,191,true,5,104,0.5,2.4,2.8,true,40,true,3,15,false,0.08,2,3.8,1
3707,99.94,370.63,1.940471,3.724419,8.814031,18.874612,0,5.2599,191,true,5,104,0.5,2.4,2.8,true,40,true,3,15,false,0.08,2,3.8,2
4958,99.94,370.53,1.939948,3.745073,8.967328,18.919089,0,5.166,191,true,5,104,0.5,2.3,2.3,true,26,true,3,15,false,0.08,2,3.8,1
4771,99.94,370.53,1.939948,3.745073,8.967328,18.919089,0,5.166,191,true,5,104,0.5,2.3,3.5,true,26,true,3,15,false,0.08,2,3.8,2
4786,99.94,370.53,1.939948,3.745073,8.967328,18.919089,0,5.166,191,true,5,104,0.5,2.3,3.1,false,30,true,3,15,false,0.08,2,3.8,2
4663,99.94,370.53,1.939948,3.745073,8.967328,18.919089,0,5.166,191,true,5,104,0.5,2.3,3.5,true,32,true,3,15,false,0.08,2,3.8,1
